modelb128e100_more_data_arch.pth
Accuracy,Precision,Recall,F1 Score,MCC,IoU
0.9174016316731771,0.986013677865125,0.7836285572202027,0.873248231157387,0.8249761142408317,0.7750138542532558
modelb128e100_more_data_arch.pth
Accuracy,Precision,Recall,F1 Score,MCC,IoU
0.7983551025390625,0.859632227144492,0.5314170046157186,0.6568037604854696,0.5554896476437358,0.48898570526288654
modelb128e100_more_data_arch.pth
Accuracy,Precision,Recall,F1 Score,MCC,IoU
0.9385096232096354,0.9338002987925841,0.6396886115025837,0.7592572310449544,0.7424848206183008,0.6119376635049032
